"vendor","part_number","family","system_name","description","diameter_mm","center_thickness_mm","total_track_mm","efl_mm","bfl_mm","ffl_mm","fnum","na_image","enp_diameter_mm","glass_codes_json","glass_names_json","coating","wavelength_nm_primary","wavelengths_nm_json","zmx_relpath","lhlt_relpath","imported_at","import_status","import_notes_json","nd_primary","vd_primary","n_elements"
"EdmundOptics","45-429","PlanoConvex","45429","4.0mm Dia. x 10.0mm FL, Uncoated, Plano-Convex Lens","4","1.64","10.6014","10.0426","8.9614","10.0426","2.7896","0.179236","4","[""517642""]","[""N-BK7""]",,"587.6","[587.6]","EdmundOptics/PlanoConvex/45-429.zmx","EdmundOptics/PlanoConvex/45-429.lhlt","2026-05-17T12:57:11.1184014-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","45-431","PlanoConvex","45431","4.0mm Dia. x 12.0mm FL, Uncoated, Plano-Convex Lens","4","1.52","12.5535","12.0356","11.0335","12.0356","3.3432","0.149556","4","[""517642""]","[""N-BK7""]",,"587.6","[587.6]","EdmundOptics/PlanoConvex/45-431.zmx","EdmundOptics/PlanoConvex/45-431.lhlt","2026-05-17T12:57:11.1316064-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","45-433","PlanoConvex","45433","5.0mm Dia. x 12.0mm FL, Uncoated, Plano-Convex Lens","5","1.77","12.6387","12.0356","10.8687","12.0356","2.6746","0.186945","5","[""517642""]","[""N-BK7""]",,"587.6","[587.6]","EdmundOptics/PlanoConvex/45-433.zmx","EdmundOptics/PlanoConvex/45-433.lhlt","2026-05-17T12:57:11.1460055-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","45-435","PlanoConvex","45435","15.0mm Dia. x 60.0mm FL, Uncoated, Plano-Convex Lens","15","2.05","60.6974","59.9974","58.6474","59.9974","4.2855","0.116672","15","[""517642""]","[""N-BK7""]",,"550","[550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0,550.0]","EdmundOptics/PlanoConvex/45-435.zmx","EdmundOptics/PlanoConvex/45-435.lhlt","2026-05-17T12:57:11.1621647-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","45-439","PlanoConvex","45439","20.0mm Dia. x 80.0mm FL, Uncoated, Plano-Convex Lens","20","2.35","81.0641","80.2634","78.7141","80.2634","4.2244","0.11836","20","[""517642""]","[""N-BK7""]",,"587.6","[587.6]","EdmundOptics/PlanoConvex/45-439.zmx","EdmundOptics/PlanoConvex/45-439.lhlt","2026-05-17T12:57:11.1765685-07:00","ok",,"1.5168","64.17","1"
"EdmundOptics","45-588","PlanoConvex","45588","1.0mm Dia. x 0.6mm FL, Uncoated, Plano-Convex Lens","1","0.8","0.9675","0.5998","0.1675","0.5998","1.1997","0.416786","1","[""850322""]","[""N-LASF9""]",,"587.6","[587.6]","EdmundOptics/PlanoConvex/45-588.zmx","EdmundOptics/PlanoConvex/45-588.lhlt","2026-05-17T12:57:11.1945265-07:00","ok",,"1.85025","32.17","1"
"EdmundOptics","45-589","PlanoConvex","45589","1.0mm Dia. x 1.0mm FL, Uncoated, Plano-Convex Lens","1","0.8","1.3673","0.9997","0.5673","0.9997","1.9994","0.250072","1","[""850322""]","[""N-LASF9""]",,"587.6","[587.6]","EdmundOptics/PlanoConvex/45-589.zmx","EdmundOptics/PlanoConvex/45-589.lhlt","2026-05-17T12:57:11.2085579-07:00","ok",,"1.85025","32.17","1"
"EdmundOptics","45-590","PlanoConvex","45590","2.5mm Dia. x 3.0mm FL, Uncoated, Plano-Convex Lens","2.5","0.8","3.3668","2.9991","2.5668","2.9991","1.4996","0.333429","2.5","[""850322""]","[""N-LASF9""]",,"587.6","[587.6]","EdmundOptics/PlanoConvex/45-590.zmx","EdmundOptics/PlanoConvex/45-590.lhlt","2026-05-17T12:57:11.2227594-07:00","ok",,"1.85025","32.17","1"
"EdmundOptics","45-690","UVFSPlanoConvex","45690","6mm Dia. x 9mm FL Uncoated, UV Plano-Convex Lens","6","2.5","9.7942","9.0083","7.2942","9.0083","1.6682","0.299723","6","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConvex/45-690.zmx","EdmundOptics/UVFSPlanoConvex/45-690.lhlt","2026-05-17T12:57:08.1018706-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-691","UVFSPlanoConvex","45691","6mm Dia. x 12mm FL Uncoated, UV Plano-Convex Lens","6","2","12.6252","11.9965","10.6252","11.9965","2.2216","0.225065","6","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConvex/45-691.zmx","EdmundOptics/UVFSPlanoConvex/45-691.lhlt","2026-05-17T12:57:08.1081579-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-692","UVFSPlanoConvex","45692","6mm Dia. x 18mm FL Uncoated, UV Plano-Convex Lens","6","2","18.6235","17.9948","16.6235","17.9948","3.3324","0.150043","6","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConvex/45-692.zmx","EdmundOptics/UVFSPlanoConvex/45-692.lhlt","2026-05-17T12:57:08.1158147-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-693","UVFSPlanoConvex","45693","9mm Dia. x 13.5mm FL Uncoated, UV Plano-Convex Lens","9","3","14.4446","13.5016","11.4446","13.5016","1.6669","0.299965","9","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConvex/45-693.zmx","EdmundOptics/UVFSPlanoConvex/45-693.lhlt","2026-05-17T12:57:08.1227097-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-694","UVFSPlanoConvex","45694","9mm Dia. x 18mm FL Uncoated, UV Plano-Convex Lens","9","3","18.9379","17.9948","15.9379","17.9948","2.2216","0.225065","9","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConvex/45-694.zmx","EdmundOptics/UVFSPlanoConvex/45-694.lhlt","2026-05-17T12:57:08.1287367-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-695","UVFSPlanoConvex","45695","9mm Dia. x 27mm FL Uncoated, UV Plano-Convex Lens","9","2","27.6318","27.0031","25.6318","27.0031","3.3337","0.149983","9","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConvex/45-695.zmx","EdmundOptics/UVFSPlanoConvex/45-695.lhlt","2026-05-17T12:57:08.1354246-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-697","UVFSPlanoConcave","45697","6.0mm Dia. x -9 FL, Uncoated, UV Plano-Concave Lens","6","2","-8.3796","-9.0083","-10.3796","-9.0083","-1.6682","0.299723","6","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/45-697.zmx","EdmundOptics/UVFSPlanoConcave/45-697.lhlt","2026-05-17T12:57:08.4575287-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-698","UVFSPlanoConcave","45698","6.0mm Dia. x -12 FL, Uncoated, UV Plano-Concave Lens","6","2","-11.3678","-11.9965","-13.3678","-11.9965","-2.2216","0.225065","6","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/45-698.zmx","EdmundOptics/UVFSPlanoConcave/45-698.lhlt","2026-05-17T12:57:08.4648036-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-699","UVFSPlanoConcave","45699","6.0mm Dia. x -18 FL, Uncoated, UV Plano-Concave Lens","6","2","-17.3661","-17.9948","-19.3661","-17.9948","-3.3324","0.150043","6","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/45-699.zmx","EdmundOptics/UVFSPlanoConcave/45-699.lhlt","2026-05-17T12:57:08.4708865-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-700","UVFSPlanoConcave","45700","9.0mm Dia. x -13.5 FL, Uncoated, UV Plano-Concave Lens","9","2","-12.8947","-13.5234","-14.8947","-13.5234","-1.6696","0.299482","9","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/45-700.zmx","EdmundOptics/UVFSPlanoConcave/45-700.lhlt","2026-05-17T12:57:08.4773076-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-701","UVFSPlanoConcave","45701","9.0mm Dia. x -18 FL, Uncoated, UV Plano-Concave Lens","9","2","-17.3661","-17.9948","-19.3661","-17.9948","-2.2216","0.225065","9","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/45-701.zmx","EdmundOptics/UVFSPlanoConcave/45-701.lhlt","2026-05-17T12:57:08.4835494-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-702","UVFSPlanoConcave","45702","9.0mm Dia. x -27 FL, Uncoated, UV Plano-Concave Lens","9","2","-26.418","-27.0467","-28.418","-27.0467","-3.3391","0.149741","9","[""458678""]","[""C79-80""]",,"587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/45-702.zmx","EdmundOptics/UVFSPlanoConcave/45-702.lhlt","2026-05-17T12:57:08.4895459-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","45-783","Achromats/NIRAchromatic","45783 Achromatic Lens","LENS ACH NIR 6 X 9 NIR II TS","6","5.3","11.9844","9.0017","6.6844","7.7759","1.667","0.299944","6","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-783.zmx","EdmundOptics/Achromats/NIRAchromatic/45-783.lhlt","2026-05-17T12:57:15.2229284-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-784","Achromats/NIRAchromatic","45784 Achromatic Lens","LENS ACH NIR 6 X 12 NIR II TS","6","4.5","13.6681","12.0197","9.1681","12.2004","2.2259","0.224632","6","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-784.zmx","EdmundOptics/Achromats/NIRAchromatic/45-784.lhlt","2026-05-17T12:57:15.2329796-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-785","Achromats/NIRAchromatic","45785 Achromatic Lens","LENS ACH NIR 6 X 15 NIR II TS","6","4.2","16.621","15.0005","12.421","15.0672","2.7779","0.179994","6","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-785.zmx","EdmundOptics/Achromats/NIRAchromatic/45-785.lhlt","2026-05-17T12:57:15.2428505-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-787","Achromats/NIRAchromatic","45787 Achromatic Lens","LENS ACH NIR 6 X 25 NIR II TS","6","4.3","26.5338","24.9981","22.2338","25.2135","4.6293","0.108008","6","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-787.zmx","EdmundOptics/Achromats/NIRAchromatic/45-787.lhlt","2026-05-17T12:57:15.2527536-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-788","Achromats/NIRAchromatic","45788 Achromatic Lens","LENS ACH NIR 6 X 30 NIR II TS","6","4.3","31.5216","29.9985","27.2216","30.2263","5.5553","0.090005","6","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-788.zmx","EdmundOptics/Achromats/NIRAchromatic/45-788.lhlt","2026-05-17T12:57:15.2626036-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-789","Achromats/NIRAchromatic","45789 Achromatic Lens","LENS ACH NIR 6 X 35 NIR II TS","6","4.3","36.5149","34.9982","32.2149","35.2316","6.4811","0.077147","6","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-789.zmx","EdmundOptics/Achromats/NIRAchromatic/45-789.lhlt","2026-05-17T12:57:15.2719108-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-790","Achromats/NIRAchromatic","45790 Achromatic Lens","LENS ACH NIR 6 X 40 NIR II TS","6","4.3","41.4655","39.9979","37.1655","40.2834","7.407","0.067504","6","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-790.zmx","EdmundOptics/Achromats/NIRAchromatic/45-790.lhlt","2026-05-17T12:57:15.2819344-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-791","Achromats/NIRAchromatic","45791 Achromatic Lens","LENS ACH NIR 12 X 18 NIR II TS","12","10.5","22.7947","18.0065","12.2947","17.0125","1.637","0.305446","12","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-791.zmx","EdmundOptics/Achromats/NIRAchromatic/45-791.lhlt","2026-05-17T12:57:15.2937136-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-792","Achromats/NIRAchromatic","45792 Achromatic Lens","LENS ACH NIR 12 X 20 NIR II TS","12","10.5","24.6825","20.0019","14.1825","19.2118","1.8184","0.274974","12","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-792.zmx","EdmundOptics/Achromats/NIRAchromatic/45-792.lhlt","2026-05-17T12:57:15.3036781-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-793","Achromats/NIRAchromatic","45793 Achromatic Lens","LENS ACH NIR 12 X 25 NIR II TS","12","7","28.0458","24.9997","21.0458","24.724","2.2727","0.220003","12","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-793.zmx","EdmundOptics/Achromats/NIRAchromatic/45-793.lhlt","2026-05-17T12:57:15.3137004-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-794","Achromats/NIRAchromatic","45794 Achromatic Lens","LENS ACH NIR 12 X 30 NIR II TS","12","7","32.8265","29.99","25.8265","29.9713","2.7264","0.183394","12","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-794.zmx","EdmundOptics/Achromats/NIRAchromatic/45-794.lhlt","2026-05-17T12:57:15.3235356-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-795","Achromats/NIRAchromatic","45795 Achromatic Lens","LENS ACH NIR 12 X 35 NIR II TS","12","7","37.7273","34.9984","30.7273","35.1079","3.1817","0.15715","12","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-795.zmx","EdmundOptics/Achromats/NIRAchromatic/45-795.lhlt","2026-05-17T12:57:15.3329401-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-796","Achromats/NIRAchromatic","45796 Achromatic Lens","LENS ACH NIR 12 X 40 NIR II TS","12","7","42.668","39.9981","35.668","40.1759","3.6362","0.137507","12","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-796.zmx","EdmundOptics/Achromats/NIRAchromatic/45-796.lhlt","2026-05-17T12:57:15.3435668-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-797","Achromats/NIRAchromatic","45797 Achromatic Lens","LENS ACH NIR 12 X 50 NIR II TS","12","5.5","52.1973","49.9975","46.6973","50.056","4.5452","0.110006","12","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-797.zmx","EdmundOptics/Achromats/NIRAchromatic/45-797.lhlt","2026-05-17T12:57:15.3545217-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-798","Achromats/NIRAchromatic","45798 Achromatic Lens","LENS ACH NIR 12 X 60 NIR II TS","12","5.5","62.1681","59.997","56.6681","60.0875","5.4543","0.091671","12","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-798.zmx","EdmundOptics/Achromats/NIRAchromatic/45-798.lhlt","2026-05-17T12:57:15.3643254-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-799","Achromats/NIRAchromatic","45799 Achromatic Lens","LENS ACH NIR 12 X 75 NIR II TS","12","5.5","77.144","74.9961","71.644","75.1121","6.8178","0.073337","12","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-799.zmx","EdmundOptics/Achromats/NIRAchromatic/45-799.lhlt","2026-05-17T12:57:15.3741264-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-800","Achromats/NIRAchromatic","45800 Achromatic Lens","LENS ACH NIR 25 X 35 NIR II TS","25","15","41.8667","35.0014","26.8667","33.8018","1.4584","0.342843","25","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-800.zmx","EdmundOptics/Achromats/NIRAchromatic/45-800.lhlt","2026-05-17T12:57:15.3847240-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-801","Achromats/NIRAchromatic","45801 Achromatic Lens","LENS ACH NIR 25 X 40 NIR II TS","25","15","46.7363","39.9992","31.7363","39.0129","1.6666","0.300006","25","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-801.zmx","EdmundOptics/Achromats/NIRAchromatic/45-801.lhlt","2026-05-17T12:57:15.3956225-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-802","Achromats/NIRAchromatic","45802 Achromatic Lens","LENS ACH NIR 25 X 45 NIR II TS","25","13","50.7983","44.9989","37.7983","44.2859","1.875","0.266673","25","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-802.zmx","EdmundOptics/Achromats/NIRAchromatic/45-802.lhlt","2026-05-17T12:57:15.4061074-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-803","Achromats/NIRAchromatic","45803 Achromatic Lens","LENS ACH NIR 25 X 50 NIR II TS","25","12","55.2928","49.9979","43.2928","49.4535","2.0832","0.24001","25","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-803.zmx","EdmundOptics/Achromats/NIRAchromatic/45-803.lhlt","2026-05-17T12:57:15.4173106-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-804","Achromats/NIRAchromatic","45804 Achromatic Lens","LENS ACH NIR 25 X 60 NIR II TS","25","12","64.9552","59.9974","52.9552","59.855","2.4999","0.200009","25","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-804.zmx","EdmundOptics/Achromats/NIRAchromatic/45-804.lhlt","2026-05-17T12:57:15.4275414-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-805","Achromats/NIRAchromatic","45805 Achromatic Lens","LENS ACH NIR 25 X 75 NIR II TS","25","10","79.0604","74.9964","69.0604","75.0023","3.1249","0.160008","25","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-805.zmx","EdmundOptics/Achromats/NIRAchromatic/45-805.lhlt","2026-05-17T12:57:15.4382074-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-806","Achromats/NIRAchromatic","45806 Achromatic Lens","LENS ACH NIR 25 X 100 NIR II TS","25","10","103.8888","99.9951","93.8888","100.1893","4.1665","0.120006","25","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-806.zmx","EdmundOptics/Achromats/NIRAchromatic/45-806.lhlt","2026-05-17T12:57:15.4490062-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-818","Achromats/MgF2CoatedAchromatic","45818 Achromatic Lens","LENS ACH 9 X 40 MGF2 TS","9","5.0600000000000005","42.6186","40.0142","37.5586","39.1452","4.94","0.101214","9","[""517642"",""673322""]","[""N-BK7"",""N-SF5""]","EO_MGF2(550nm)","587.6","[587.6]","EdmundOptics/Achromats/MgF2CoatedAchromatic/45-818.zmx","EdmundOptics/Achromats/MgF2CoatedAchromatic/45-818.lhlt","2026-05-17T12:57:14.0749225-07:00","ok",,"1.5168","64.17","2"
"EdmundOptics","45-819","Achromats/MgF2CoatedAchromatic","45819 Achromatic Lens","LENS ACH 9 X 60 MGF2 TS","9","5","62.5831","59.9961","57.5831","59.1589","7.4069","0.067504","9","[""517642"",""673322""]","[""N-BK7"",""N-SF5""]","EO_MGF2(550nm)","587.6","[587.6]","EdmundOptics/Achromats/MgF2CoatedAchromatic/45-819.zmx","EdmundOptics/Achromats/MgF2CoatedAchromatic/45-819.lhlt","2026-05-17T12:57:14.0879454-07:00","ok",,"1.5168","64.17","2"
"EdmundOptics","45-820","Achromats/MgF2CoatedAchromatic","45820 Achromatic Lens","LENS ACH 9 X 75 MGF2 TS","9","4.6","76.9703","74.4808","72.3703","73.6239","9.1952","0.054376","9","[""517642"",""673322""]","[""N-BK7"",""N-SF5""]","EO_MGF2(550nm)","587.6","[587.6]","EdmundOptics/Achromats/MgF2CoatedAchromatic/45-820.zmx","EdmundOptics/Achromats/MgF2CoatedAchromatic/45-820.lhlt","2026-05-17T12:57:14.0984437-07:00","ok",,"1.5168","64.17","2"
"EdmundOptics","45-824","Achromats/NIRAchromatic","45824 Achromatic Lens","LENS ACH NIR 9 X 15 NIR II TS","9","6.2","17.7871","14.9972","11.5871","14.5782","1.8515","0.27005","9","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-824.zmx","EdmundOptics/Achromats/NIRAchromatic/45-824.lhlt","2026-05-17T12:57:15.4589039-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-825","Achromats/NIRAchromatic","45825 Achromatic Lens","LENS ACH NIR 9 X 20 NIR II TS","9","5.5","21.9575","19.9991","16.4575","20.3084","2.469","0.20251","9","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-825.zmx","EdmundOptics/Achromats/NIRAchromatic/45-825.lhlt","2026-05-17T12:57:15.4694112-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-826","Achromats/NIRAchromatic","45826 Achromatic Lens","LENS ACH NIR 15 X 25 NIR II TS","15","9.350000000000001","28.8398","24.9973","19.4898","24.8931","1.7855","0.28003","15","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-826.zmx","EdmundOptics/Achromats/NIRAchromatic/45-826.lhlt","2026-05-17T12:57:15.4803168-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-827","Achromats/NIRAchromatic","45827 Achromatic Lens","LENS ACH NIR 15 X 30 NIR II TS","15","7","32.6193","29.9975","25.6193","30.208","2.1427","0.233353","15","[""651559"",""805254""]","[""N-LAK22"",""N-SF6""]","EO_NIRII_673","880","[880.0]","EdmundOptics/Achromats/NIRAchromatic/45-827.zmx","EdmundOptics/Achromats/NIRAchromatic/45-827.lhlt","2026-05-17T12:57:15.4922606-07:00","ok",,"1.65113","55.89","2"
"EdmundOptics","45-828","Achromats/MgF2CoatedNegativeAchromatic","45828 Negative Achromatic Lens","LENS ACH 9 X -25 MGF2 TS","9","4.55","-22.7867","-24.9987","-27.3367","-25.2975","-3.0863","0.162008","9","[""670471"",""728285""]","[""N-BAF10"",""N-SF10""]","EO_MGF2(550nm)","587.6","[587.6]","EdmundOptics/Achromats/MgF2CoatedNegativeAchromatic/45-828.zmx","EdmundOptics/Achromats/MgF2CoatedNegativeAchromatic/45-828.lhlt","2026-05-17T12:57:14.7709636-07:00","ok",,"1.67003","47.11","2"
"EdmundOptics","46-290","UVFSBiConvex","46290","18mm Dia. x 20mm FL, UV-AR Coated, UV Double-Convex Lens","18","7.64","24.8236","20.0013","17.1836","17.1836","1.1765","0.424973","18","[""458678""]","[""C79-80""]","EO_UVAR","587.6","[587.6]","EdmundOptics/UVFSBiConvex/46-290.zmx","EdmundOptics/UVFSBiConvex/46-290.lhlt","2026-05-17T12:57:06.9949857-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","46-291","UVFSBiConvex","46291","18mm Dia. x 40mm FL, UV-AR Coated, UV Double-Convex Lens","18","4.29","42.7922","40.001","38.5022","38.5022","2.353","0.212495","18","[""458678""]","[""C79-80""]","EO_UVAR","587.6","[587.6]","EdmundOptics/UVFSBiConvex/46-291.zmx","EdmundOptics/UVFSBiConvex/46-291.lhlt","2026-05-17T12:57:07.0010999-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","46-308","UVFSPlanoConcave","46308","6.0mm Dia. x -9 FL, UV-AR Coated, UV Plano-Concave Lens","6","2","-8.3796","-9.0083","-10.3796","-9.0083","-1.6682","0.299723","6","[""458678""]","[""C79-80""]","EO_UVAR","587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/46-308.zmx","EdmundOptics/UVFSPlanoConcave/46-308.lhlt","2026-05-17T12:57:08.4971884-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","46-309","UVFSPlanoConcave","46309","6.0mm Dia. x -12 FL, UV-AR Coated, UV Plano-Concave Lens","6","2","-11.3678","-11.9965","-13.3678","-11.9965","-2.2216","0.225065","6","[""458678""]","[""C79-80""]","EO_UVAR","587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/46-309.zmx","EdmundOptics/UVFSPlanoConcave/46-309.lhlt","2026-05-17T12:57:08.5036834-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","46-310","UVFSPlanoConcave","46310","6.0mm Dia. x -18 FL, UV-AR Coated, UV Plano-Concave Lens","6","2","-17.3661","-17.9948","-19.3661","-17.9948","-3.3324","0.150043","6","[""458678""]","[""C79-80""]","EO_UVAR","587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/46-310.zmx","EdmundOptics/UVFSPlanoConcave/46-310.lhlt","2026-05-17T12:57:08.5105678-07:00","ok",,"1.458461","67.8","1"
"EdmundOptics","46-311","UVFSPlanoConcave","46311","9.0mm Dia. x -13.5 FL, UV-AR Coated, UV Plano-Concave Lens","9","2","-12.8947","-13.5234","-14.8947","-13.5234","-1.6696","0.299482","9","[""458678""]","[""C79-80""]","EO_UVAR","587.6","[587.6]","EdmundOptics/UVFSPlanoConcave/46-311.zmx","EdmundOptics/UVFSPlanoConcave/46-311.lhlt","2026-05-17T12:57:08.5179626-07:00","ok",,"1.458461","67.8","1"
