"vendor","part_number","surface_index","radius_mm","thickness_mm","glass_name","glass_catalog","conic","aspheric_coeffs_json","clear_aperture_mm","surface_type","is_stop"
"RossOptical","L-PCX343","1","94.14420000000005","9","B270","SCHOTT",,,"37.5","STANDARD","1"
"RossOptical","L-PCX343","2",,"174.0720147741",,,,,"37.5","STANDARD","0"
"RossOptical","L-PCX343","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX344","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX344","1","95.96010000000024","10.6","N-BK7","SCHOTT",,,"37.5","STANDARD","1"
"RossOptical","L-PCX344","2",,"178.6934654755",,,,,"37.5","STANDARD","0"
"RossOptical","L-PCX344","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX345","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX345","1","25.93599999999997","11.3","N-BK7","SCHOTT",,,"20","STANDARD","1"
"RossOptical","L-PCX345","2",,"42.73600802021",,,,,"20","STANDARD","0"
"RossOptical","L-PCX345","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX346","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX346","1","103.70500000000038","10.6","N-BK7","SCHOTT",,,"37.5","STANDARD","1"
"RossOptical","L-PCX346","2",,"193.6797723835",,,,,"37.5","STANDARD","0"
"RossOptical","L-PCX346","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX347","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX347","1","129.63100000000014","9","N-BK7","SCHOTT",,,"37.5","STANDARD","1"
"RossOptical","L-PCX347","2",,"244.9011860941",,,,,"37.5","STANDARD","0"
"RossOptical","L-PCX347","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX348","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX348","1","198.7676000000004","30","B270","SCHOTT",,,"100","STANDARD","1"
"RossOptical","L-PCX348","2",,"360.2989622513",,,,,"100","STANDARD","0"
"RossOptical","L-PCX348","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX349","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX349","1","181.4829999999993","7.4","N-BK7","SCHOTT",,,"37.5","STANDARD","1"
"RossOptical","L-PCX349","2",,"346.2891601085",,,,,"37.5","STANDARD","0"
"RossOptical","L-PCX349","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX350","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX350","1","259.2609999999972","6.2","N-BK7","SCHOTT",,,"37.5","STANDARD","1"
"RossOptical","L-PCX350","2",,"497.5799810747",,,,,"37.5","STANDARD","0"
"RossOptical","L-PCX350","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX351","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX351","1","388.8919999999955","5.3","N-BK7","SCHOTT",,,"37.5","STANDARD","1"
"RossOptical","L-PCX351","2",,"749.0080726249",,,,,"37.5","STANDARD","0"
"RossOptical","L-PCX351","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX352","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX352","1","65.87619999999993","15","N-BK7","SCHOTT",,,"38.1","STANDARD","1"
"RossOptical","L-PCX352","2",,"117.5805618477",,,,,"38.1","STANDARD","0"
"RossOptical","L-PCX352","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX353","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX353","1","77.44130000000024","13","N-BK7","SCHOTT",,,"38.1","STANDARD","1"
"RossOptical","L-PCX353","2",,"141.2774857217",,,,,"38.1","STANDARD","0"
"RossOptical","L-PCX353","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX354","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX354","1","90.13879999999966","10.4","N-BK7","SCHOTT",,,"38.1","STANDARD","1"
"RossOptical","L-PCX354","2",,"167.561162717",,,,,"38.1","STANDARD","0"
"RossOptical","L-PCX354","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX355","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX355","1","103.35919999999952","10.27","N-BK7","SCHOTT",,,"38.1","STANDARD","1"
"RossOptical","L-PCX355","2",,"193.2282162291",,,,,"38.1","STANDARD","0"
"RossOptical","L-PCX355","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX356","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX356","1","128.76640000000077","7.7","N-BK7","SCHOTT",,,"38.1","STANDARD","1"
"RossOptical","L-PCX356","2",,"244.0852618144",,,,,"38.1","STANDARD","0"
"RossOptical","L-PCX356","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX357","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX357","1","155.03880000000086","7.75","N-BK7","SCHOTT",,,"38.1","STANDARD","1"
"RossOptical","L-PCX357","2",,"294.8891386129",,,,,"38.1","STANDARD","0"
"RossOptical","L-PCX357","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX358","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX358","1","257.53279999999825","6","N-BK7","SCHOTT",,,"38.1","STANDARD","1"
"RossOptical","L-PCX358","2",,"494.3677873951",,,,,"38.1","STANDARD","0"
"RossOptical","L-PCX358","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX359","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX359","1","386.24950000000075","6","N-BK7","SCHOTT",,,"38.1","STANDARD","1"
"RossOptical","L-PCX359","2",,"743.4333622095",,,,,"38.1","STANDARD","0"
"RossOptical","L-PCX359","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX360","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX360","1","516.2623000000029","4.4","N-BK7","SCHOTT",,,"38.1","STANDARD","1"
"RossOptical","L-PCX360","2",,"996.0617314481",,,,,"38.1","STANDARD","0"
"RossOptical","L-PCX360","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX361","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX361","1","72.62160000000023","13.9","N-BK7","SCHOTT",,,"38.5","STANDARD","1"
"RossOptical","L-PCX361","2",,"131.3580575993",,,,,"38.5","STANDARD","0"
"RossOptical","L-PCX361","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX362","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX362","1","103.74520000000004","10.3","N-BK7","SCHOTT",,,"38.5","STANDARD","1"
"RossOptical","L-PCX362","2",,"193.9553440101",,,,,"38.5","STANDARD","0"
"RossOptical","L-PCX362","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX363","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX363","1","51.87260000000002","21.6","N-BK7","SCHOTT",,,"40","STANDARD","1"
"RossOptical","L-PCX363","2",,"86.13246041403",,,,,"40","STANDARD","0"
"RossOptical","L-PCX363","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX364","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX364","1","62.24710000000016","17.4","N-BK7","SCHOTT",,,"40","STANDARD","1"
"RossOptical","L-PCX364","2",,"108.9760081895",,,,,"40","STANDARD","0"
"RossOptical","L-PCX364","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX365","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX365","1","67.43540000000021","16","N-BK7","SCHOTT",,,"40","STANDARD","1"
"RossOptical","L-PCX365","2",,"119.9383154515",,,,,"40","STANDARD","0"
"RossOptical","L-PCX365","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX366","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX366","1","77.8080000000001","14","N-BK7","SCHOTT",,,"40","STANDARD","1"
"RossOptical","L-PCX366","2",,"141.3277633106",,,,,"40","STANDARD","0"
"RossOptical","L-PCX366","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX367","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX367","1","518.6722","4.5","N-BK7","SCHOTT",,,"40","STANDARD","1"
"RossOptical","L-PCX367","2",,"1000.6589364",,,,,"40","STANDARD","0"
"RossOptical","L-PCX367","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX368","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX368","1","77.2618000000002","15.5","N-BK7","SCHOTT",,,"44.45","STANDARD","1"
"RossOptical","L-PCX368","2",,"139.281946502",,,,,"44.45","STANDARD","0"
"RossOptical","L-PCX368","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX369","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX369","1","128.76640000000077","9.8","N-BK7","SCHOTT",,,"44.45","STANDARD","1"
"RossOptical","L-PCX369","2",,"242.7007667177",,,,,"44.45","STANDARD","0"
"RossOptical","L-PCX369","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX370","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX370","1","62.762800000000034","22","B270","SCHOTT",,,"45","STANDARD","1"
"RossOptical","L-PCX370","2",,"105.5429685313",,,,,"45","STANDARD","0"
"RossOptical","L-PCX370","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX371","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX371","1","103.74520000000004","13.2","N-BK7","SCHOTT",,,"45","STANDARD","1"
"RossOptical","L-PCX371","2",,"192.0434222099",,,,,"45","STANDARD","0"
"RossOptical","L-PCX371","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX372","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX372","1","156.91199999999992","9.1","B270","SCHOTT",,,"45","STANDARD","1"
"RossOptical","L-PCX372","2",,"294.0033174088",,,,,"45","STANDARD","0"
"RossOptical","L-PCX372","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX373","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX373","1","209.2050000000021","7.4","B270","SCHOTT",,,"45","STANDARD","1"
"RossOptical","L-PCX373","2",,"395.0911352434",,,,,"45","STANDARD","0"
"RossOptical","L-PCX373","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX374","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX374","1","261.50630000000217","6.2","B270","SCHOTT",,,"45","STANDARD","1"
"RossOptical","L-PCX374","2",,"495.8665381436",,,,,"45","STANDARD","0"
"RossOptical","L-PCX374","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX375","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX375","1","67.43540000000021","22.3","N-BK7","SCHOTT",,,"47.5","STANDARD","1"
"RossOptical","L-PCX375","2",,"115.7848301613",,,,,"47.5","STANDARD","0"
"RossOptical","L-PCX375","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX376","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX376","1","155.61780000000005","10.4","N-BK7","SCHOTT",,,"47.5","STANDARD","1"
"RossOptical","L-PCX376","2",,"294.2623970811",,,,,"47.5","STANDARD","0"
"RossOptical","L-PCX376","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX377","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX377","1","311.2356000000001","6.6","N-BK7","SCHOTT",,,"47.5","STANDARD","1"
"RossOptical","L-PCX377","2",,"597.8866181495",,,,,"47.5","STANDARD","0"
"RossOptical","L-PCX377","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX378","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX378","1","235.34950000000018","40.9","B270","SCHOTT",,,"125","STANDARD","1"
"RossOptical","L-PCX378","2",,"423.0782100613",,,,,"125","STANDARD","0"
"RossOptical","L-PCX378","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX379","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX379","1","62.24710000000016","28.8","N-BK7","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX379","2",,"101.4601776644",,,,,"50","STANDARD","0"
"RossOptical","L-PCX379","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX380","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX380","1","64.81530000000011","28.8","N-BK7","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX380","2",,"106.4296199297",,,,,"50","STANDARD","0"
"RossOptical","L-PCX380","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX381","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX381","1","77.77800000000022","23.2","N-BK7","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX381","2",,"135.2043065091",,,,,"50","STANDARD","0"
"RossOptical","L-PCX381","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX382","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX382","1","94.14420000000005","17.4","B270","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX382","2",,"168.5568680821",,,,,"50","STANDARD","0"
"RossOptical","L-PCX382","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX383","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX383","1","103.70500000000038","18","N-BK7","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX383","2",,"188.8010753759",,,,,"50","STANDARD","0"
"RossOptical","L-PCX383","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX384","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX384","1","129.63100000000014","15","N-BK7","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX384","2",,"240.9454858178",,,,,"50","STANDARD","0"
"RossOptical","L-PCX384","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX385","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX385","1","181.4829999999993","12.1","N-BK7","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX385","2",,"343.1905282253",,,,,"50","STANDARD","0"
"RossOptical","L-PCX385","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX386","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX386","1","259.2609999999972","9.9","N-BK7","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX386","2",,"495.140632571",,,,,"50","STANDARD","0"
"RossOptical","L-PCX386","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX387","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX387","1","388.8919999999955","8.2","N-BK7","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX387","2",,"747.0961508246",,,,,"50","STANDARD","0"
"RossOptical","L-PCX387","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX388","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX388","1","518.5219999999944","7.4","N-BK7","SCHOTT",,,"50","STANDARD","1"
"RossOptical","L-PCX388","2",,"998.4563790465",,,,,"50","STANDARD","0"
"RossOptical","L-PCX388","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX389","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX389","1","77.2618000000002","20.8","N-BK7","SCHOTT",,,"50.8","STANDARD","1"
"RossOptical","L-PCX389","2",,"135.7877445912",,,,,"50.8","STANDARD","0"
"RossOptical","L-PCX389","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX390","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX390","1","128.76640000000077","12.3","N-BK7","SCHOTT",,,"50.8","STANDARD","1"
"RossOptical","L-PCX390","2",,"241.0525582692",,,,,"50.8","STANDARD","0"
"RossOptical","L-PCX390","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX391","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX391","1","131.75230000000025","14.1","N-BK7","SCHOTT",,,"50.8","STANDARD","1"
"RossOptical","L-PCX391","2",,"245.6435359288",,,,,"50.8","STANDARD","0"
"RossOptical","L-PCX391","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX392","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX392","1","363.1082000000001","2.2","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX392","2",,"701.1604464278",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX392","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX394","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX394","1","156.91199999999992","40","N-BK7","SCHOTT",,,"100","STANDARD","1"
"RossOptical","L-PCX394","2",,"277.2518735865",,,,,"100","STANDARD","0"
"RossOptical","L-PCX394","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX395","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX395","1","64.8150000000001","1.8","N-BK7","SCHOTT",,,"6.25","STANDARD","1"
"RossOptical","L-PCX395","2",,"124.2296906762",,,,,"6.25","STANDARD","0"
"RossOptical","L-PCX395","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX397","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX397","1","32.7097","4.5","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX397","2",,"60.32617926179",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX397","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX398","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX398","1","39.24950000000002","4.1","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX398","2",,"73.24434262796",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX398","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX399","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX399","1","51.85219999999998","3","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX399","2",,"98.35565746722",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX399","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX400","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX400","1","54.46620000000007","3.4","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX400","2",,"103.1500089397",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX400","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX401","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX401","1","64.8150000000001","2.7","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX401","2",,"123.6363356348",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX401","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX402","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX402","1","130.75310000000084","28","B270","SCHOTT",,,"75","STANDARD","1"
"RossOptical","L-PCX402","2",,"231.5847029325",,,,,"75","STANDARD","0"
"RossOptical","L-PCX402","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX403","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX403","1","62.72799999999987","1.6","B270","SCHOTT",,,"75.25","STANDARD","1"
"RossOptical","L-PCX403","2",,"118.8703669695",,,,,"75.25","STANDARD","0"
"RossOptical","L-PCX403","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX404","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX404","1","70.6064999999999","3.1","B270","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX404","2",,"132.9473192276",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX404","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX405","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX405","1","77.77800000000022","2.5","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX405","2",,"148.8514724625",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX405","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX406","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX406","1","129.63100000000014","2.1","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX406","2",,"249.450241412",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX406","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX407","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX407","1","207.46890000000198","2.4","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX407","2",,"399.8680432322",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX407","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX408","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX408","1","259.3361","2.3","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX408","2",,"500.2965040311",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX408","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX409","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX409","1","19.569899999999983","5.6","N-BK7","SCHOTT",,,"12.7","STANDARD","1"
"RossOptical","L-PCX409","2",,"34.1755810954",,,,,"12.7","STANDARD","0"
"RossOptical","L-PCX409","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX410","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX410","1","103.74520000000004","26.6","N-BK7","SCHOTT",,,"65","STANDARD","1"
"RossOptical","L-PCX410","2",,"183.209024926",,,,,"65","STANDARD","0"
"RossOptical","L-PCX410","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX411","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX411","1","32.50979999999999","5.58","N-BK7","SCHOTT",,,"12.7","STANDARD","1"
"RossOptical","L-PCX411","2",,"59.2273486373",,,,,"12.7","STANDARD","0"
"RossOptical","L-PCX411","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX412","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX412","1","146.45579999999956","35","B270","SCHOTT",,,"90","STANDARD","1"
"RossOptical","L-PCX412","2",,"257.0085385598",,,,,"90","STANDARD","0"
"RossOptical","L-PCX412","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX413","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX413","1","65.87619999999993","8","N-BK7","SCHOTT",,,"25.4","STANDARD","1"
"RossOptical","L-PCX413","2",,"122.1955455035",,,,,"25.4","STANDARD","0"
"RossOptical","L-PCX413","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX426","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX426","1","25.939699999999966","3.78","N-BK7","SCHOTT",,,"6.35","STANDARD","1"
"RossOptical","L-PCX426","2",,"47.70097849761",,,,,"6.35","STANDARD","0"
"RossOptical","L-PCX426","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX439","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX439","1","70.02799999999984","3.1","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX439","2",,"133.459727076",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX439","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX505","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX505","1","20.74099999999999","1.8","N-BK7","SCHOTT",,,"3.3","STANDARD","1"
"RossOptical","L-PCX505","2",,"38.9469251581",,,,,"3.3","STANDARD","0"
"RossOptical","L-PCX505","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX510","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX510","1","8","2","N-BK7","SCHOTT",,,"4","STANDARD","1"
"RossOptical","L-PCX510","2",,"14.16130975673",,,,,"4","STANDARD","0"
"RossOptical","L-PCX510","3",,"0",,,,,"5","STANDARD","0"
"RossOptical","L-PCX515","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX515","1","23.3","3.1","N-BK7","SCHOTT",,,"7.5","STANDARD","1"
"RossOptical","L-PCX515","2",,"43.04149711886",,,,,"7.5","STANDARD","0"
"RossOptical","L-PCX515","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX520","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX520","1","31","3.1","N-BK7","SCHOTT",,,"7.5","STANDARD","1"
"RossOptical","L-PCX520","2",,"57.94092295926",,,,,"7.5","STANDARD","0"
"RossOptical","L-PCX520","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX526","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX526","1","39.07009999999999","3.5","N-BK7","SCHOTT",,,"6.35","STANDARD","1"
"RossOptical","L-PCX526","2",,"73.29277538342",,,,,"6.35","STANDARD","0"
"RossOptical","L-PCX526","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX537","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX537","1","21.777999999999977","4.2","N-BK7","SCHOTT",,,"10","STANDARD","1"
"RossOptical","L-PCX537","2",,"39.37123006008",,,,,"10","STANDARD","0"
"RossOptical","L-PCX537","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX539","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX539","1","31.00970000000003","4.7","N-BK7","SCHOTT",,,"12.5","STANDARD","1"
"RossOptical","L-PCX539","2",,"56.90483895881",,,,,"12.5","STANDARD","0"
"RossOptical","L-PCX539","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX541","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX541","1","26.350999999999974","5.2","N-BK7","SCHOTT",,,"12.7","STANDARD","1"
"RossOptical","L-PCX541","2",,"47.56065763759",,,,,"12.7","STANDARD","0"
"RossOptical","L-PCX541","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX544","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX544","1","19.76299999999999","8.8","N-BK7","SCHOTT",,,"15","STANDARD","1"
"RossOptical","L-PCX544","2",,"32.43952092158",,,,,"15","STANDARD","0"
"RossOptical","L-PCX544","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX545","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX545","1","46.68499999999995","6.5","N-BK7","SCHOTT",,,"20","STANDARD","1"
"RossOptical","L-PCX545","2",,"86.04968340525",,,,,"20","STANDARD","0"
"RossOptical","L-PCX545","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX626","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX626","1","77.44130000000024","3.2","N-BK7","SCHOTT",,,"6.35","STANDARD","1"
"RossOptical","L-PCX626","2",,"147.7384628397",,,,,"6.35","STANDARD","0"
"RossOptical","L-PCX626","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX643","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX643","1","64.59950000000019","4.26","N-BK7","SCHOTT",,,"12.7","STANDARD","1"
"RossOptical","L-PCX643","2",,"122.1908631384",,,,,"12.7","STANDARD","0"
"RossOptical","L-PCX643","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX645","0",,,,,,,,"STANDARD","0"
"RossOptical","L-PCX645","1","82.96400000000013","6","N-BK7","SCHOTT",,,"23.75","STANDARD","1"
"RossOptical","L-PCX645","2",,"156.5788406877",,,,,"23.75","STANDARD","0"
"RossOptical","L-PCX645","3",,"0",,,,,,"STANDARD","0"
"RossOptical","L-PCX743","0",,,,,,,,"STANDARD","0"
