"vendor","part_number","surface_index","radius_mm","thickness_mm","glass_name","glass_catalog","conic","aspheric_coeffs_json","clear_aperture_mm","surface_type","is_stop"
"EdmundOptics","45-251","3","-7.339999999999987","1.1","N-F2","SCHOTT",,,"5.75","STANDARD","0"
"EdmundOptics","45-251","4","-14.950000000000005","16.29945305471054",,,,,"5.75","STANDARD","0"
"EdmundOptics","45-251","5",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-259","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-259","1","51.67999999999998","3","N-BK7","SCHOTT",,,"7","STANDARD","1"
"EdmundOptics","45-259","2",,"98.02245212569737",,,,,"7","STANDARD","0"
"EdmundOptics","45-259","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-262","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-262","1","7.390000000000003","1.68","N-BK7","SCHOTT",,,"1.25","STANDARD","1"
"EdmundOptics","45-262","2","-5.15000000000001","1","N-SF5","SCHOTT",,,"1.25","STANDARD","0"
"EdmundOptics","45-262","3","-14.619999999999992","10.773838758891689",,,,,"1.25","STANDARD","0"
"EdmundOptics","45-262","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-263","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-263","1","30.769999999999992","2","N-BK7","SCHOTT",,,"2.8125","STANDARD","1"
"EdmundOptics","45-263","2","-22.049999999999997","1","N-SF5","SCHOTT",,,"2.8125","STANDARD","0"
"EdmundOptics","45-263","3","-64.60000000000005","48.590426163557034",,,,,"2.8125","STANDARD","0"
"EdmundOptics","45-263","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-264","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-264","1","22.160000000000007","2.5","N-BK7","SCHOTT",,,"4.05","STANDARD","1"
"EdmundOptics","45-264","2","-15.979999999999999","1.5","N-SF5","SCHOTT",,,"4.05","STANDARD","0"
"EdmundOptics","45-264","3","-46.140000000000086","34.16722017539184",,,,,"4.05","STANDARD","0"
"EdmundOptics","45-264","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-265","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-265","1","61.539999999999985","3","N-BK7","SCHOTT",,,"5.75","STANDARD","1"
"EdmundOptics","45-265","2","-44.390000000000015","1.5","N-SF5","SCHOTT",,,"5.75","STANDARD","0"
"EdmundOptics","45-265","3","-130.25999999999993","97.89979310871283",,,,,"5.75","STANDARD","0"
"EdmundOptics","45-265","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-266","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-266","1","76.92000000000019","4.5","N-BK7","SCHOTT",,,"8.5","STANDARD","1"
"EdmundOptics","45-266","2","-55.479999999999905","2","N-SF5","SCHOTT",,,"8.5","STANDARD","0"
"EdmundOptics","45-266","3","-162.5899999999999","121.91748755248207",,,,,"8.5","STANDARD","0"
"EdmundOptics","45-266","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-267","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-267","1","35.92000000000006","5","N-BK7","SCHOTT",,,"9.5","STANDARD","1"
"EdmundOptics","45-267","2","-28.12000000000002","2","N-SF5","SCHOTT",,,"9.5","STANDARD","0"
"EdmundOptics","45-267","3","-83.7900000000001","56.501881397904846",,,,,"9.5","STANDARD","0"
"EdmundOptics","45-267","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-268","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-268","1","290.71000000000015","3","N-BK7","SCHOTT",,,"12","STANDARD","1"
"EdmundOptics","45-268","2","-232.07000000000008","2.5","N-SF5","SCHOTT",,,"12","STANDARD","0"
"EdmundOptics","45-268","3","-750.5200000000024","497.425390378085",,,,,"12","STANDARD","0"
"EdmundOptics","45-268","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-269","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-269","1","184.39999999999998","4.5","N-BK7","SCHOTT",,,"14.5","STANDARD","1"
"EdmundOptics","45-269","2","-133.94999999999996","2.5","N-SF5","SCHOTT",,,"14.5","STANDARD","0"
"EdmundOptics","45-269","3","-394.9600000000007","296.77562021571646",,,,,"14.5","STANDARD","0"
"EdmundOptics","45-269","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-270","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-270","1","305.30999999999995","6","N-BK7","SCHOTT",,,"19.5","STANDARD","1"
"EdmundOptics","45-270","2","-224.07999999999984","4","N-SF5","SCHOTT",,,"19.5","STANDARD","0"
"EdmundOptics","45-270","3","-667.6800000000012","495.46220793857697",,,,,"19.5","STANDARD","0"
"EdmundOptics","45-270","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-271","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-271","1","305.74","8","N-BK7","SCHOTT",,,"24.5","STANDARD","1"
"EdmundOptics","45-271","2","-223.1999999999997","4","N-SF5","SCHOTT",,,"24.5","STANDARD","0"
"EdmundOptics","45-271","3","-663.8200000000004","494.35435820385624",,,,,"24.5","STANDARD","0"
"EdmundOptics","45-271","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-272","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-272","1","6.200000000000006","1.08","N-BK7","SCHOTT",,,"1.25","STANDARD","1"
"EdmundOptics","45-272","2",,"11.284914237330547",,,,,"1.25","STANDARD","0"
"EdmundOptics","45-272","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-274","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-274","1","51.67999999999998","2.5","N-BK7","SCHOTT",,,"5.5","STANDARD","1"
"EdmundOptics","45-274","2",,"98.35209381539387",,,,,"5.5","STANDARD","0"
"EdmundOptics","45-274","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-276","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-276","1","77.51999999999997","3","N-BK7","SCHOTT",,,"9.5","STANDARD","1"
"EdmundOptics","45-276","2",,"148.0226032576355",,,,,"9.5","STANDARD","0"
"EdmundOptics","45-276","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-278","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-278","1","20.670000000000012","5.6","N-BK7","SCHOTT",,,"12","STANDARD","1"
"EdmundOptics","45-278","2",,"36.30426400021212",,,,,"12","STANDARD","0"
"EdmundOptics","45-278","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-280","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-280","1","258.39999999999986","3.2","N-BK7","SCHOTT",,,"12","STANDARD","1"
"EdmundOptics","45-280","2",,"497.89180450532393",,,,,"12","STANDARD","0"
"EdmundOptics","45-280","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-282","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-282","1","387.5999999999998","3.2","N-BK7","SCHOTT",,,"12","STANDARD","1"
"EdmundOptics","45-282","2",,"747.8925601650145",,,,,"12","STANDARD","0"
"EdmundOptics","45-282","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-284","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-284","1","155.03999999999994","5","N-BK7","SCHOTT",,,"19.5","STANDARD","1"
"EdmundOptics","45-284","2",,"296.70448989466394",,,,,"19.5","STANDARD","0"
"EdmundOptics","45-284","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-286","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-286","1","206.7199999999999","5","N-BK7","SCHOTT",,,"19.5","STANDARD","1"
"EdmundOptics","45-286","2",,"396.70479215854033",,,,,"19.5","STANDARD","0"
"EdmundOptics","45-286","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-288","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-288","1","258.39999999999986","5","N-BK7","SCHOTT",,,"24.5","STANDARD","1"
"EdmundOptics","45-288","2",,"496.70509442241655",,,,,"24.5","STANDARD","0"
"EdmundOptics","45-288","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-290","0",,,,,,,,"Standard","0"
"EdmundOptics","45-290","1",,"0",,,,,"2.7","Standard","1"
"EdmundOptics","45-290","2","36.87000000000002","2","N-BK7",,,,"3","Standard","0"
"EdmundOptics","45-290","3","-36.87000000000002","35.33883112047994",,,,,"3","Standard","0"
"EdmundOptics","45-290","4",,"0",,,,,,"Standard","0"
"EdmundOptics","45-292","0",,,,,,,,"Standard","0"
"EdmundOptics","45-292","1",,"0",,,,,"4.05","Standard","1"
"EdmundOptics","45-292","2","46.07999999999998","2.5","N-BK7",,,,"4.5","Standard","0"
"EdmundOptics","45-292","3","-46.07999999999998","44.16628205534394",,,,,"4.5","Standard","0"
"EdmundOptics","45-292","4",,"0",,,,,,"Standard","0"
"EdmundOptics","45-294","0",,,,,,,,"Standard","0"
"EdmundOptics","45-294","1",,"0",,,,,"9.5","Standard","1"
"EdmundOptics","45-294","2","30.080000000000027","5.3","N-BK7",,,,"10","Standard","0"
"EdmundOptics","45-294","3","-30.080000000000027","28.20167224193179",,,,,"10","Standard","0"
"EdmundOptics","45-294","4",,"0",,,,,,"Standard","0"
"EdmundOptics","45-296","0",,,,,,,,"Standard","0"
"EdmundOptics","45-296","1",,"0",,,,,"12","Standard","1"
"EdmundOptics","45-296","2","40.42000000000002","5.3","N-BK7",,,,"12.5","Standard","0"
"EdmundOptics","45-296","3","-40.42000000000002","38.21264572373135",,,,,"12.5","Standard","0"
"EdmundOptics","45-296","4",,"0",,,,,,"Standard","0"
"EdmundOptics","45-302","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-302","1","7.750000000000009","4.5","N-BK7","SCHOTT",,,"5.5","STANDARD","1"
"EdmundOptics","45-302","2",,"12.029400151575313",,,,,"5.5","STANDARD","0"
"EdmundOptics","45-302","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-304","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-304","1","27.910000000000014","3","N-BK7","SCHOTT",,,"5.5","STANDARD","1"
"EdmundOptics","45-304","2",,"52.02773105734719",,,,,"5.5","STANDARD","0"
"EdmundOptics","45-304","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-306","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-306","1","27.910000000000014","3","N-BK7","SCHOTT",,,"8.5","STANDARD","1"
"EdmundOptics","45-306","2",,"52.0277310573472",,,,,"8.5","STANDARD","0"
"EdmundOptics","45-306","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-345","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-345","1","37.16000000000004","2.3","N-BK7","SCHOTT",,,"2.8125","STANDARD","1"
"EdmundOptics","45-345","2","-26.28","1","N-SF5","SCHOTT",,,"2.8125","STANDARD","0"
"EdmundOptics","45-345","3","-76.47999999999989","58.440277267289666",,,,,"2.8125","STANDARD","0"
"EdmundOptics","45-345","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-346","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-346","1","8.370000000000008","5","N-BAF10","SCHOTT",,,"4.05","STANDARD","1"
"EdmundOptics","45-346","2","-7.010000000000016","2","N-SF57","SCHOTT",,,"4.05","STANDARD","0"
"EdmundOptics","45-346","3","-26.18000000000002","8.330939571989113",,,,,"4.05","STANDARD","0"
"EdmundOptics","45-346","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-347","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-347","1","27.829999999999977","3","N-BK7","SCHOTT",,,"4.05","STANDARD","1"
"EdmundOptics","45-347","2","-19.749999999999986","1.3","N-SF5","SCHOTT",,,"4.05","STANDARD","0"
"EdmundOptics","45-347","3","-57.060000000000024","42.96457284420239",,,,,"4.05","STANDARD","0"
"EdmundOptics","45-347","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-348","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-348","1","20.73","6.91","N-BAF10","SCHOTT",,,"8.5","STANDARD","1"
"EdmundOptics","45-348","2","-14.31000000000001","2","N-SF10","SCHOTT",,,"8.5","STANDARD","0"
"EdmundOptics","45-348","3","-133.58","24.98558361907969",,,,,"8.5","STANDARD","0"
"EdmundOptics","45-348","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-349","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-349","1","42.51000000000001","3.85","N-BAF10","SCHOTT",,,"8.5","STANDARD","1"
"EdmundOptics","45-349","2","-26.23999999999998","2","N-SF10","SCHOTT",,,"8.5","STANDARD","0"
"EdmundOptics","45-349","3","-226.76999999999992","56.873643358253034",,,,,"8.5","STANDARD","0"
"EdmundOptics","45-349","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-350","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-350","1","53.03000000000012","3.27","N-BAF10","SCHOTT",,,"8.5","STANDARD","1"
"EdmundOptics","45-350","2","-32.719999999999956","2","N-SF10","SCHOTT",,,"8.5","STANDARD","0"
"EdmundOptics","45-350","3","-288.0499999999999","72.20231053550243",,,,,"8.5","STANDARD","0"
"EdmundOptics","45-350","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-351","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-351","1","24.23999999999997","7.33","S-BAH11","OHARA",,,"9.5","STANDARD","1"
"EdmundOptics","45-351","2","-15.960000000000008","1.76","N-SF10","SCHOTT",,,"9.5","STANDARD","0"
"EdmundOptics","45-351","3","-139.77999999999997","29.91219077072508",,,,,"9.5","STANDARD","0"
"EdmundOptics","45-351","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-352","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-352","1","279.6","6","N-BK7","SCHOTT",,,"19.5","STANDARD","1"
"EdmundOptics","45-352","2","-199.5099999999999","4","N-SF5","SCHOTT",,,"19.5","STANDARD","0"
"EdmundOptics","45-352","3","-579.3900000000007","445.5576142583437",,,,,"19.5","STANDARD","0"
"EdmundOptics","45-352","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-353","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-353","1","69.28000000000014","13.92","N-BAF10","SCHOTT",,,"24.5","STANDARD","1"
"EdmundOptics","45-353","2","-46.94999999999997","4","N-SF10","SCHOTT",,,"24.5","STANDARD","0"
"EdmundOptics","45-353","3","-446.00999999999976","89.96698781604086",,,,,"24.5","STANDARD","0"
"EdmundOptics","45-353","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-354","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-354","1","227.16000000000008","8","N-BAK4","SCHOTT",,,"24.5","STANDARD","1"
"EdmundOptics","45-354","2","-174.82999999999993","4","N-SF10","SCHOTT",,,"24.5","STANDARD","0"
"EdmundOptics","45-354","3","-571.4900000000013","344.24324560768156",,,,,"24.5","STANDARD","0"
"EdmundOptics","45-354","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-356","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-356","1","7.750000000000009","1.6","N-BK7","SCHOTT",,,"2.25","STANDARD","1"
"EdmundOptics","45-356","2",,"13.941321951814944",,,,,"2.25","STANDARD","0"
"EdmundOptics","45-356","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-358","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-358","1","23.259999999999984","1.54","N-BK7","SCHOTT",,,"4.05","STANDARD","1"
"EdmundOptics","45-358","2",,"43.992579575954665",,,,,"4.05","STANDARD","0"
"EdmundOptics","45-358","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-360","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-360","1","38.759999999999984","1.83","N-BK7","SCHOTT",,,"7","STANDARD","1"
"EdmundOptics","45-360","2",,"73.79373811361806",,,,,"7","STANDARD","0"
"EdmundOptics","45-360","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-362","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-362","1","25.83999999999999","3.23","N-BK7","SCHOTT",,,"9.5","STANDARD","1"
"EdmundOptics","45-362","2",,"47.870665816498835",,,,,"9.5","STANDARD","0"
"EdmundOptics","45-362","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-364","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-364","1","15.499999999999991","8.06","N-BK7","SCHOTT",,,"12","STANDARD","1"
"EdmundOptics","45-364","2",,"24.67852667977996",,,,,"12","STANDARD","0"
"EdmundOptics","45-364","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-366","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-366","1","43.93000000000002","4.3","N-BK7","SCHOTT",,,"12","STANDARD","1"
"EdmundOptics","45-366","2",,"82.1692083736429",,,,,"12","STANDARD","0"
"EdmundOptics","45-366","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-367","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-367","1","38.759999999999984","32.62","N-BK7","SCHOTT",,,"36.75","STANDARD","1"
"EdmundOptics","45-367","2",,"53.49440286210837",,,,,"36.75","STANDARD","0"
"EdmundOptics","45-367","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-369","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-369","1","77.51999999999997","11.45","N-BK7","SCHOTT",,,"36.75","STANDARD","1"
"EdmundOptics","45-369","2",,"142.45165870176487",,,,,"36.75","STANDARD","0"
"EdmundOptics","45-369","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-371","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-371","1","103.35999999999996","8.74","N-BK7","SCHOTT",,,"36.75","STANDARD","1"
"EdmundOptics","45-371","2",,"194.23846779185794",,,,,"36.75","STANDARD","0"
"EdmundOptics","45-371","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-374","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-374","1","-4.70999999999999","1","N-SF11","SCHOTT",,,"1.25","STANDARD","1"
"EdmundOptics","45-374","2",,"-6.5624998290214815",,,,,"1.25","STANDARD","0"
"EdmundOptics","45-374","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-376","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-376","1","-7.06","1","N-SF11","SCHOTT",,,"1.25","STANDARD","1"
"EdmundOptics","45-376","2",,"-9.557221079655418",,,,,"1.25","STANDARD","0"
"EdmundOptics","45-376","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-380","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-380","1","-7.0700000000000225","2.25","N-SF11","SCHOTT",,,"4.05","STANDARD","1"
"EdmundOptics","45-380","2",,"-10.270356865676622",,,,,"4.05","STANDARD","0"
"EdmundOptics","45-380","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-382","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-382","1","-14.12","2.25","N-SF11","SCHOTT",,,"4.05","STANDARD","1"
"EdmundOptics","45-382","2",,"-19.25452061757836",,,,,"4.05","STANDARD","0"
"EdmundOptics","45-382","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-384","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-384","1","-21.190000000000015","3","N-SF11","SCHOTT",,,"4.05","STANDARD","1"
"EdmundOptics","45-384","2",,"-28.684406733649826",,,,,"4.05","STANDARD","0"
"EdmundOptics","45-384","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-407","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-407","1","5.55999999999999","3.72","N-BAF10","SCHOTT",,,"2.25","STANDARD","1"
"EdmundOptics","45-407","2","-3.0899999999999967","1.03","N-SF10","SCHOTT",,,"2.25","STANDARD","0"
"EdmundOptics","45-407","3","-18.25","5.008205745732756",,,,,"2.25","STANDARD","0"
"EdmundOptics","45-407","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-408","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-408","1","14.110000000000008","1.61","N-BAF10","SCHOTT",,,"2.25","STANDARD","1"
"EdmundOptics","45-408","2","-8.630000000000004","1.03","N-SF10","SCHOTT",,,"2.25","STANDARD","0"
"EdmundOptics","45-408","3","-75.58999999999975","18.593851104995323",,,,,"2.25","STANDARD","0"
"EdmundOptics","45-408","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-409","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-409","1","49.620000000000104","2.1","N-BK7","SCHOTT",,,"5.75","STANDARD","1"
"EdmundOptics","45-409","2","-35.73","1.6","N-SF5","SCHOTT",,,"5.75","STANDARD","0"
"EdmundOptics","45-409","3","-103.22","78.3802861335385",,,,,"5.75","STANDARD","0"
"EdmundOptics","45-409","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-410","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-410","1","55.800000000000054","1.98","N-BK7","SCHOTT",,,"5.75","STANDARD","1"
"EdmundOptics","45-410","2","-40.17000000000001","1.6","N-SF5","SCHOTT",,,"5.75","STANDARD","0"
"EdmundOptics","45-410","3","-116.32000000000001","88.44800869827925",,,,,"5.75","STANDARD","0"
"EdmundOptics","45-410","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-412","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-412","1","18.700000000000003","7.67","N-BAF10","SCHOTT",,,"8.5","STANDARD","1"
"EdmundOptics","45-412","2","-13.110000000000007","1.6","N-SF10","SCHOTT",,,"8.5","STANDARD","0"
"EdmundOptics","45-412","3","-119.12","21.749660148234895",,,,,"8.5","STANDARD","0"
"EdmundOptics","45-412","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-413","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-413","1","24.25999999999998","6.01","N-BAF10","SCHOTT",,,"8.5","STANDARD","1"
"EdmundOptics","45-413","2","-16.229999999999997","1.6","N-SF10","SCHOTT",,,"8.5","STANDARD","0"
"EdmundOptics","45-413","3","-152.99000000000004","30.736706304534675",,,,,"8.5","STANDARD","0"
"EdmundOptics","45-413","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-414","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-414","1","171.03000000000011","5","N-BK7","SCHOTT",,,"12","STANDARD","1"
"EdmundOptics","45-414","2","-121.54000000000008","2.5","N-SF5","SCHOTT",,,"12","STANDARD","0"
"EdmundOptics","45-414","3","-352.45999999999947","271.54534311924334",,,,,"12","STANDARD","0"
"EdmundOptics","45-414","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-415","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-415","1","123.76999999999995","5","N-BK7","SCHOTT",,,"14.5","STANDARD","1"
"EdmundOptics","45-415","2","-89.21999999999998","2.5","N-SF5","SCHOTT",,,"14.5","STANDARD","0"
"EdmundOptics","45-415","3","-259.4300000000002","196.51738822652518",,,,,"14.5","STANDARD","0"
"EdmundOptics","45-415","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-417","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-417","1","118.81","17.94","N-BK7","SCHOTT",,,"36.5","STANDARD","1"
"EdmundOptics","45-417","2","-96.37000000000018","6","N-SF5","SCHOTT",,,"36.5","STANDARD","0"
"EdmundOptics","45-417","3","-288.9700000000001","187.69433562789595",,,,,"36.5","STANDARD","0"
"EdmundOptics","45-417","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-418","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-418","1","184.04999999999995","13.59","N-BK7","SCHOTT",,,"36.5","STANDARD","1"
"EdmundOptics","45-418","2","-137.34","6","N-SF5","SCHOTT",,,"36.5","STANDARD","0"
"EdmundOptics","45-418","3","-399.3299999999995","290.63093319070964",,,,,"36.5","STANDARD","0"
"EdmundOptics","45-418","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-419","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-419","1","246.5000000000001","11.05","N-BK7","SCHOTT",,,"36.5","STANDARD","1"
"EdmundOptics","45-419","2","-180.91999999999996","6","N-SF5","SCHOTT",,,"36.5","STANDARD","0"
"EdmundOptics","45-419","3","-526.6999999999991","392.10729057449583",,,,,"36.5","STANDARD","0"
"EdmundOptics","45-419","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-420","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-420","1","-24.660000000000004","1","N-BAF10","SCHOTT",,,"2.8125","STANDARD","1"
"EdmundOptics","45-420","2","4.239999999999992","2","N-SF10","SCHOTT",,,"2.8125","STANDARD","0"
"EdmundOptics","45-420","3","11.249999999999998","-12.896363033215977",,,,,"2.8125","STANDARD","0"
"EdmundOptics","45-420","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-421","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-421","1","-17.57000000000001","1","N-BAF10","SCHOTT",,,"2.8125","STANDARD","1"
"EdmundOptics","45-421","2","11.480000000000004","2","N-SF10","SCHOTT",,,"2.8125","STANDARD","0"
"EdmundOptics","45-421","3","109.44000000000007","-26.520388411400404",,,,,"2.8125","STANDARD","0"
"EdmundOptics","45-421","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-422","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-422","1","-46.070000000000036","2.5","N-BK7","SCHOTT",,,"12","STANDARD","1"
"EdmundOptics","45-422","2","36.65000000000003","4.06","N-SF5","SCHOTT",,,"12","STANDARD","0"
"EdmundOptics","45-422","3","107.99999999999999","-77.6411886347999",,,,,"12","STANDARD","0"
"EdmundOptics","45-422","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-423","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-423","1","-92.29999999999967","2.5","N-BK7","SCHOTT",,,"12","STANDARD","1"
"EdmundOptics","45-423","2","68.8699999999999","4.06","N-SF5","SCHOTT",,,"12","STANDARD","0"
"EdmundOptics","45-423","3","204.15000000000018","-152.5940770830653",,,,,"12","STANDARD","0"
"EdmundOptics","45-423","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-424","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-424","1","-21.660000000000004","2","N-BK7","SCHOTT",,,"5.75","STANDARD","1"
"EdmundOptics","45-424","2","17.480000000000008","1.56","N-SF5","SCHOTT",,,"5.75","STANDARD","0"
"EdmundOptics","45-424","3","50.540000000000084","-36.58020073255242",,,,,"5.75","STANDARD","0"
"EdmundOptics","45-424","4",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-425","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-425","1","7.779999999999997","1.26","N-BK7","SCHOTT",,,"1.25","STANDARD","1"
"EdmundOptics","45-425","2",,"14.223528011875024",,,,,"1.25","STANDARD","0"
"EdmundOptics","45-425","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-427","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-427","1","3.1099999999999963","2.26","N-BK7","SCHOTT",,,"1.8","STANDARD","1"
"EdmundOptics","45-427","2",,"4.527839609798173",,,,,"1.8","STANDARD","0"
"EdmundOptics","45-427","3",,"0",,,,,,"STANDARD","0"
"EdmundOptics","45-429","0",,,,,,,,"STANDARD","0"
"EdmundOptics","45-429","1","5.1900000000000075","1.64","N-BK7","SCHOTT",,,"1.8","STANDARD","1"
"EdmundOptics","45-429","2",,"8.961375272298595",,,,,"1.8","STANDARD","0"
